description,reactStr,reacIndex,A,beta,Ta
MicroReversibleArrhenius,O2(17)+O=O2(10)+O,6,4.338736e-21,7.440376e-01,-1.210884e+02
MicroReversibleArrhenius,O2(17)+O=O2(11)+O,6,7.969235e-21,7.122268e-01,6.279239e+01
MicroReversibleArrhenius,O2(17)+O=O2(12)+O,6,1.731507e-20,6.640073e-01,3.120600e+02
MicroReversibleArrhenius,O2(17)+O=O2(13)+O,6,5.450672e-20,5.869177e-01,6.812045e+02
MicroReversibleArrhenius,O2(17)+O=O2(14)+O,6,1.989022e-19,5.036649e-01,8.939585e+02
MicroReversibleArrhenius,O2(17)+O=O2(15)+O,6,9.564713e-19,4.047775e-01,6.655603e+02
MicroReversibleArrhenius,O2(17)+O=O2(16)+O,6,5.028965e-18,3.617365e-01,-6.203007e+02
MicroReversibleArrhenius,O2(18)+O=O2(1)+O,6,2.264770e-23,9.200160e-01,5.112034e+02
MicroReversibleArrhenius,O2(18)+O=O2(2)+O,6,4.679985e-23,9.221564e-01,3.502182e+02
MicroReversibleArrhenius,O2(18)+O=O2(3)+O,6,9.972878e-23,8.990349e-01,2.713988e+02
MicroReversibleArrhenius,O2(18)+O=O2(4)+O,6,1.026949e-22,9.322383e-01,-2.079453e+02
MicroReversibleArrhenius,O2(18)+O=O2(5)+O,6,1.766912e-22,9.109708e-01,-1.272377e+02
MicroReversibleArrhenius,O2(18)+O=O2(6)+O,6,3.514305e-22,8.710385e-01,-4.720054e+01
MicroReversibleArrhenius,O2(18)+O=O2(7)+O,6,4.425653e-22,8.722603e-01,-1.019375e+02
MicroReversibleArrhenius,O2(18)+O=O2(8)+O,6,8.463420e-22,8.350919e-01,2.676862e+01
MicroReversibleArrhenius,O2(18)+O=O2(9)+O,6,1.517754e-21,8.015003e-01,1.438816e+02
MicroReversibleArrhenius,O2(18)+O=O2(10)+O,6,2.358176e-21,7.836505e-01,1.865285e+02
MicroReversibleArrhenius,O2(18)+O=O2(11)+O,6,3.604395e-21,7.687832e-01,2.821007e+02
MicroReversibleArrhenius,O2(18)+O=O2(12)+O,6,7.832799e-21,7.178878e-01,5.145382e+02
MicroReversibleArrhenius,O2(18)+O=O2(13)+O,6,2.074815e-20,6.522551e-01,7.718757e+02
MicroReversibleArrhenius,O2(18)+O=O2(14)+O,6,4.805117e-20,6.077381e-01,9.798155e+02
MicroReversibleArrhenius,O2(18)+O=O2(15)+O,6,1.741913e-19,5.226238e-01,1.136887e+03
MicroReversibleArrhenius,O2(18)+O=O2(16)+O,6,9.456678e-19,4.145581e-01,1.057589e+03
MicroReversibleArrhenius,O2(18)+O=O2(17)+O,6,4.669261e-18,3.860349e-01,-4.271445e+02
MicroReversibleArrhenius,O2(19)+O=O2(1)+O,6,1.311605e-23,9.402588e-01,3.566134e+02
MicroReversibleArrhenius,O2(19)+O=O2(2)+O,6,2.724616e-23,9.472628e-01,2.306077e+02
MicroReversibleArrhenius,O2(19)+O=O2(3)+O,6,1.209027e-23,1.082846e+00,-5.317066e+02
MicroReversibleArrhenius,O2(19)+O=O2(4)+O,6,4.888419e-23,9.794006e-01,-1.664707e+02
MicroReversibleArrhenius,O2(19)+O=O2(5)+O,6,5.851973e-23,9.955058e-01,-2.348962e+02
MicroReversibleArrhenius,O2(19)+O=O2(6)+O,6,1.161193e-22,9.582206e-01,-7.100774e+01
MicroReversibleArrhenius,O2(19)+O=O2(7)+O,6,1.843985e-22,9.354893e-01,-1.781286e+01
MicroReversibleArrhenius,O2(19)+O=O2(8)+O,6,3.025270e-22,9.143506e-01,1.079679e+02
MicroReversibleArrhenius,O2(19)+O=O2(9)+O,6,6.865641e-22,8.554332e-01,3.155292e+02
MicroReversibleArrhenius,O2(19)+O=O2(10)+O,6,1.099011e-21,8.349912e-01,4.438557e+02
MicroReversibleArrhenius,O2(19)+O=O2(11)+O,6,1.648349e-21,8.208700e-01,5.023882e+02
MicroReversibleArrhenius,O2(19)+O=O2(12)+O,6,3.939673e-21,7.588200e-01,7.818100e+02
MicroReversibleArrhenius,O2(19)+O=O2(13)+O,6,7.399946e-21,7.270962e-01,9.726362e+02
MicroReversibleArrhenius,O2(19)+O=O2(14)+O,6,1.715841e-20,6.755339e-01,1.126294e+03
MicroReversibleArrhenius,O2(19)+O=O2(15)+O,6,5.019713e-20,6.036787e-01,1.348584e+03
MicroReversibleArrhenius,O2(19)+O=O2(16)+O,6,1.615864e-19,5.351135e-01,1.448647e+03
MicroReversibleArrhenius,O2(19)+O=O2(17)+O,6,9.289407e-19,4.240999e-01,1.259413e+03
MicroReversibleArrhenius,O2(19)+O=O2(18)+O,6,3.934525e-18,4.013502e-01,-4.745904e+02
MicroReversibleArrhenius,O2(20)+O=O2(1)+O,6,9.651387e-24,9.407264e-01,5.462721e+02
MicroReversibleArrhenius,O2(20)+O=O2(2)+O,6,1.706786e-23,9.598969e-01,1.505155e+02
MicroReversibleArrhenius,O2(20)+O=O2(3)+O,6,7.244733e-24,1.105908e+00,-4.069271e+02
MicroReversibleArrhenius,O2(20)+O=O2(4)+O,6,1.616998e-23,1.060041e+00,-5.859096e+02
MicroReversibleArrhenius,O2(20)+O=O2(5)+O,6,2.851274e-23,1.039001e+00,-2.931972e+02
MicroReversibleArrhenius,O2(20)+O=O2(6)+O,6,3.379016e-23,1.055819e+00,-3.945110e+02
MicroReversibleArrhenius,O2(20)+O=O2(7)+O,6,1.063654e-22,9.641995e-01,1.080638e+02
MicroReversibleArrhenius,O2(20)+O=O2(8)+O,6,1.355975e-22,9.698386e-01,1.137094e+02
MicroReversibleArrhenius,O2(20)+O=O2(9)+O,6,2.264321e-22,9.391131e-01,1.461814e+02
MicroReversibleArrhenius,O2(20)+O=O2(10)+O,6,4.477404e-22,8.977294e-01,4.691574e+02
MicroReversibleArrhenius,O2(20)+O=O2(11)+O,6,9.701039e-22,8.441760e-01,6.862697e+02
MicroReversibleArrhenius,O2(20)+O=O2(12)+O,6,1.576178e-21,8.195410e-01,8.016571e+02
MicroReversibleArrhenius,O2(20)+O=O2(13)+O,6,2.617562e-21,7.977152e-01,9.237628e+02
MicroReversibleArrhenius,O2(20)+O=O2(14)+O,6,6.855545e-21,7.324960e-01,1.278741e+03
MicroReversibleArrhenius,O2(20)+O=O2(15)+O,6,1.590982e-20,6.779284e-01,1.441619e+03
MicroReversibleArrhenius,O2(20)+O=O2(16)+O,6,3.918971e-20,6.309477e-01,1.597663e+03
MicroReversibleArrhenius,O2(20)+O=O2(17)+O,6,1.348196e-19,5.581905e-01,1.582463e+03
MicroReversibleArrhenius,O2(20)+O=O2(18)+O,6,5.240302e-19,4.745052e-01,1.315848e+03
MicroReversibleArrhenius,O2(20)+O=O2(19)+O,6,3.932361e-18,4.045635e-01,-4.853630e+02
MicroReversibleArrhenius,O2(21)+O=O2(1)+O,6,1.531060e-24,1.089856e+00,-7.505690e+02
MicroReversibleArrhenius,O2(21)+O=O2(2)+O,6,4.051991e-25,1.312763e+00,-1.352307e+03
MicroReversibleArrhenius,O2(21)+O=O2(3)+O,6,3.505352e-25,1.381018e+00,-1.847180e+03
MicroReversibleArrhenius,O2(21)+O=O2(4)+O,6,1.903050e-24,1.251383e+00,-1.186941e+03
MicroReversibleArrhenius,O2(21)+O=O2(5)+O,6,5.470273e-24,1.179962e+00,-7.129676e+02
MicroReversibleArrhenius,O2(21)+O=O2(6)+O,6,7.900105e-24,1.175715e+00,-7.752185e+02
MicroReversibleArrhenius,O2(21)+O=O2(7)+O,6,1.525453e-23,1.133091e+00,-4.760074e+02
MicroReversibleArrhenius,O2(21)+O=O2(8)+O,6,2.522491e-23,1.110701e+00,-4.448884e+02
MicroReversibleArrhenius,O2(21)+O=O2(9)+O,6,9.004665e-23,1.006923e+00,2.207341e+02
MicroReversibleArrhenius,O2(21)+O=O2(10)+O,6,1.012636e-22,1.019833e+00,1.330762e+02
MicroReversibleArrhenius,O2(21)+O=O2(11)+O,6,2.076224e-22,9.722335e-01,3.772952e+02
MicroReversibleArrhenius,O2(21)+O=O2(12)+O,6,4.133981e-22,9.255446e-01,6.260130e+02
MicroReversibleArrhenius,O2(21)+O=O2(13)+O,6,1.001312e-21,8.621028e-01,9.191129e+02
MicroReversibleArrhenius,O2(21)+O=O2(14)+O,6,1.846138e-21,8.310430e-01,1.126430e+03
MicroReversibleArrhenius,O2(21)+O=O2(15)+O,6,4.020296e-21,7.806028e-01,1.368538e+03
MicroReversibleArrhenius,O2(21)+O=O2(16)+O,6,9.938003e-21,7.281656e-01,1.613621e+03
MicroReversibleArrhenius,O2(21)+O=O2(17)+O,6,3.359739e-20,6.492682e-01,1.751509e+03
MicroReversibleArrhenius,O2(21)+O=O2(18)+O,6,9.232235e-20,5.855436e-01,1.700175e+03
MicroReversibleArrhenius,O2(21)+O=O2(19)+O,6,4.236053e-19,4.959319e-01,1.445262e+03
MicroReversibleArrhenius,O2(21)+O=O2(20)+O,6,3.840135e-18,4.063833e-01,-4.939745e+02
MicroReversibleArrhenius,O2(22)+O=O2(1)+O,6,9.507458e-25,1.085348e+00,-5.054616e+02
MicroReversibleArrhenius,O2(22)+O=O2(2)+O,6,1.605011e-25,1.351290e+00,-1.816611e+03
MicroReversibleArrhenius,O2(22)+O=O2(3)+O,6,3.339769e-25,1.345554e+00,-1.807115e+03
MicroReversibleArrhenius,O2(22)+O=O2(4)+O,6,3.085440e-24,1.157783e+00,-1.036613e+03
MicroReversibleArrhenius,O2(22)+O=O2(5)+O,6,2.064945e-24,1.240797e+00,-1.137213e+03
MicroReversibleArrhenius,O2(22)+O=O2(6)+O,6,3.018598e-24,1.236159e+00,-1.068750e+03
MicroReversibleArrhenius,O2(22)+O=O2(7)+O,6,4.646497e-24,1.220200e+00,-8.915014e+02
MicroReversibleArrhenius,O2(22)+O=O2(8)+O,6,4.383261e-24,1.257081e+00,-8.127459e+02
MicroReversibleArrhenius,O2(22)+O=O2(9)+O,6,1.067444e-23,1.194073e+00,-4.216995e+02
MicroReversibleArrhenius,O2(22)+O=O2(10)+O,6,5.883571e-23,1.046950e+00,4.171962e+02
MicroReversibleArrhenius,O2(22)+O=O2(11)+O,6,8.336744e-23,1.036716e+00,4.554311e+02
MicroReversibleArrhenius,O2(22)+O=O2(12)+O,6,1.290332e-22,1.013906e+00,5.178600e+02
MicroReversibleArrhenius,O2(22)+O=O2(13)+O,6,2.927215e-22,9.571140e-01,8.367947e+02
MicroReversibleArrhenius,O2(22)+O=O2(14)+O,6,5.957924e-22,9.141465e-01,1.131627e+03
MicroReversibleArrhenius,O2(22)+O=O2(15)+O,6,1.025505e-21,8.845027e-01,1.226973e+03
MicroReversibleArrhenius,O2(22)+O=O2(16)+O,6,3.747659e-21,7.901739e-01,1.763124e+03
MicroReversibleArrhenius,O2(22)+O=O2(17)+O,6,1.073079e-20,7.230822e-01,1.927983e+03
MicroReversibleArrhenius,O2(22)+O=O2(18)+O,6,2.119792e-20,6.824431e-01,1.933994e+03
MicroReversibleArrhenius,O2(22)+O=O2(19)+O,6,6.143608e-20,6.215879e-01,1.873312e+03
MicroReversibleArrhenius,O2(22)+O=O2(20)+O,6,3.450502e-19,5.109672e-01,1.652907e+03
MicroReversibleArrhenius,O2(22)+O=O2(21)+O,6,3.295176e-18,4.214820e-01,-5.256158e+02
MicroReversibleArrhenius,O2(23)+O=O2(1)+O,6,3.235689e-24,8.619274e-01,-1.946239e+03
MicroReversibleArrhenius,O2(23)+O=O2(2)+O,6,1.380326e-24,1.065027e+00,-9.572318e+02
MicroReversibleArrhenius,O2(23)+O=O2(3)+O,6,6.075297e-25,1.223527e+00,-1.686135e+03
MicroReversibleArrhenius,O2(23)+O=O2(4)+O,6,7.307319e-26,1.491386e+00,-2.495750e+03
MicroReversibleArrhenius,O2(23)+O=O2(5)+O,6,1.028384e-24,1.261148e+00,-1.145886e+03
MicroReversibleArrhenius,O2(23)+O=O2(6)+O,6,1.267450e-24,1.280129e+00,-1.243806e+03
MicroReversibleArrhenius,O2(23)+O=O2(7)+O,6,6.587072e-24,1.152756e+00,8.833342e+01
MicroReversibleArrhenius,O2(23)+O=O2(8)+O,6,3.254036e-24,1.253642e+00,-5.039237e+02
MicroReversibleArrhenius,O2(23)+O=O2(9)+O,6,7.998624e-24,1.188663e+00,-2.677784e+02
MicroReversibleArrhenius,O2(23)+O=O2(10)+O,6,6.504192e-24,1.238303e+00,-1.248908e+02
MicroReversibleArrhenius,O2(23)+O=O2(11)+O,6,1.695520e-23,1.165801e+00,7.351608e+01
MicroReversibleArrhenius,O2(23)+O=O2(12)+O,6,4.584318e-23,1.087383e+00,4.202572e+02
MicroReversibleArrhenius,O2(23)+O=O2(13)+O,6,1.808262e-22,9.751332e-01,1.052107e+03
MicroReversibleArrhenius,O2(23)+O=O2(14)+O,6,1.973343e-22,9.957006e-01,1.064730e+03
MicroReversibleArrhenius,O2(23)+O=O2(15)+O,6,3.490104e-22,9.608156e-01,1.201891e+03
MicroReversibleArrhenius,O2(23)+O=O2(16)+O,6,7.374950e-22,9.192226e-01,1.377785e+03
MicroReversibleArrhenius,O2(23)+O=O2(17)+O,6,3.256510e-21,8.024362e-01,1.835914e+03
MicroReversibleArrhenius,O2(23)+O=O2(18)+O,6,8.033443e-21,7.322145e-01,2.046019e+03
MicroReversibleArrhenius,O2(23)+O=O2(19)+O,6,2.645275e-20,6.495159e-01,2.480836e+03
MicroReversibleArrhenius,O2(23)+O=O2(20)+O,6,9.653637e-20,5.671966e-01,2.511647e+03
MicroReversibleArrhenius,O2(23)+O=O2(21)+O,6,3.728106e-19,5.015163e-01,1.948881e+03
MicroReversibleArrhenius,O2(23)+O=O2(22)+O,6,3.212457e-18,4.203370e-01,-5.319943e+02
MicroReversibleArrhenius,O2(24)+O=O2(1)+O,6,5.374124e-25,9.254005e-01,-2.860901e+03
MicroReversibleArrhenius,O2(24)+O=O2(2)+O,6,6.256878e-25,1.053312e+00,-1.642868e+03
MicroReversibleArrhenius,O2(24)+O=O2(3)+O,6,6.671732e-25,1.139121e+00,-1.381998e+03
MicroReversibleArrhenius,O2(24)+O=O2(4)+O,6,3.990945e-25,1.244204e+00,-1.831791e+03
MicroReversibleArrhenius,O2(24)+O=O2(5)+O,6,4.498771e-25,1.291757e+00,-1.256367e+03
MicroReversibleArrhenius,O2(24)+O=O2(6)+O,6,2.418679e-25,1.397845e+00,-1.566037e+03
MicroReversibleArrhenius,O2(24)+O=O2(7)+O,6,5.784101e-25,1.343442e+00,-1.118737e+03
MicroReversibleArrhenius,O2(24)+O=O2(8)+O,6,8.989735e-25,1.335036e+00,-7.613048e+02
MicroReversibleArrhenius,O2(24)+O=O2(9)+O,6,3.445998e-24,1.233134e+00,-2.191761e+01
MicroReversibleArrhenius,O2(24)+O=O2(10)+O,6,3.418414e-24,1.263935e+00,-5.741485e+01
MicroReversibleArrhenius,O2(24)+O=O2(11)+O,6,2.182205e-24,1.340093e+00,-2.343525e+02
MicroReversibleArrhenius,O2(24)+O=O2(12)+O,6,4.715964e-24,1.282930e+00,-2.476934e+02
MicroReversibleArrhenius,O2(24)+O=O2(13)+O,6,4.993890e-23,1.076692e+00,1.017875e+03
MicroReversibleArrhenius,O2(24)+O=O2(14)+O,6,6.953812e-23,1.067916e+00,9.750946e+02
MicroReversibleArrhenius,O2(24)+O=O2(15)+O,6,2.277995e-22,9.715899e-01,1.499513e+03
MicroReversibleArrhenius,O2(24)+O=O2(16)+O,6,2.687339e-22,9.876081e-01,1.407113e+03
MicroReversibleArrhenius,O2(24)+O=O2(17)+O,6,5.666819e-22,9.427635e-01,1.416487e+03
MicroReversibleArrhenius,O2(24)+O=O2(18)+O,6,1.607586e-21,8.501501e-01,1.718056e+03
MicroReversibleArrhenius,O2(24)+O=O2(19)+O,6,3.217651e-21,8.086415e-01,2.166737e+03
MicroReversibleArrhenius,O2(24)+O=O2(20)+O,6,1.643709e-20,6.852529e-01,2.956261e+03
MicroReversibleArrhenius,O2(24)+O=O2(21)+O,6,5.068281e-20,6.291784e-01,2.728368e+03
MicroReversibleArrhenius,O2(24)+O=O2(22)+O,6,2.832635e-19,5.256947e-01,2.113783e+03
MicroReversibleArrhenius,O2(24)+O=O2(23)+O,6,2.396961e-18,4.522023e-01,-4.814455e+02
MicroReversibleArrhenius,O2(25)+O=O2(1)+O,6,7.187696e-13,-2.264128e+00,7.558929e+03
MicroReversibleArrhenius,O2(25)+O=O2(2)+O,6,4.290703e-21,4.537473e-02,3.777196e+03
MicroReversibleArrhenius,O2(25)+O=O2(3)+O,6,2.933361e-28,1.843222e+00,-4.657157e+03
MicroReversibleArrhenius,O2(25)+O=O2(4)+O,6,2.943659e-26,1.445718e+00,-1.854624e+03
MicroReversibleArrhenius,O2(25)+O=O2(5)+O,6,3.642153e-27,1.726616e+00,-1.904803e+03
MicroReversibleArrhenius,O2(25)+O=O2(6)+O,6,3.381499e-27,1.783871e+00,-2.927380e+03
MicroReversibleArrhenius,O2(25)+O=O2(7)+O,6,5.937733e-24,1.065501e+00,1.170809e+03
MicroReversibleArrhenius,O2(25)+O=O2(8)+O,6,4.335083e-26,1.612028e+00,-1.053675e+03
MicroReversibleArrhenius,O2(25)+O=O2(9)+O,6,2.309694e-25,1.476713e+00,-5.237984e+02
MicroReversibleArrhenius,O2(25)+O=O2(10)+O,6,5.971987e-25,1.412073e+00,-2.130657e+02
MicroReversibleArrhenius,O2(25)+O=O2(11)+O,6,1.090776e-24,1.386608e+00,3.643895e+02
MicroReversibleArrhenius,O2(25)+O=O2(12)+O,6,1.680445e-24,1.365865e+00,6.709752e+01
MicroReversibleArrhenius,O2(25)+O=O2(13)+O,6,4.827342e-24,1.284751e+00,4.363647e+02
MicroReversibleArrhenius,O2(25)+O=O2(14)+O,6,2.029124e-23,1.168777e+00,1.161840e+03
MicroReversibleArrhenius,O2(25)+O=O2(15)+O,6,6.003175e-23,1.079883e+00,1.406660e+03
MicroReversibleArrhenius,O2(25)+O=O2(16)+O,6,2.248296e-22,9.708694e-01,1.783793e+03
MicroReversibleArrhenius,O2(25)+O=O2(17)+O,6,3.900296e-22,9.455713e-01,1.692529e+03
MicroReversibleArrhenius,O2(25)+O=O2(18)+O,6,8.043195e-22,8.788135e-01,1.654129e+03
MicroReversibleArrhenius,O2(25)+O=O2(19)+O,6,7.060884e-22,9.141059e-01,1.956890e+03
MicroReversibleArrhenius,O2(25)+O=O2(20)+O,6,1.677127e-21,8.605813e-01,2.830146e+03
MicroReversibleArrhenius,O2(25)+O=O2(21)+O,6,1.827804e-20,6.681374e-01,3.635126e+03
MicroReversibleArrhenius,O2(25)+O=O2(22)+O,6,4.617794e-20,6.351625e-01,3.055763e+03
MicroReversibleArrhenius,O2(25)+O=O2(23)+O,6,2.071223e-19,5.553450e-01,2.121400e+03
MicroReversibleArrhenius,O2(25)+O=O2(24)+O,6,1.705730e-18,4.790776e-01,-6.626951e+02
MicroReversibleArrhenius,O2(26)+O=O2(1)+O,6,0.000000e+00,0.000000e+00,0.000000e+00
MicroReversibleArrhenius,O2(26)+O=O2(2)+O,6,3.125090e-04,-4.559725e+00,6.646871e+03
MicroReversibleArrhenius,O2(26)+O=O2(3)+O,6,1.879901e-22,3.396297e-01,2.435543e+03
MicroReversibleArrhenius,O2(26)+O=O2(4)+O,6,1.858517e-32,2.787691e+00,-7.628560e+03
MicroReversibleArrhenius,O2(26)+O=O2(5)+O,6,6.542609e-26,1.374408e+00,1.137378e+03
MicroReversibleArrhenius,O2(26)+O=O2(6)+O,6,5.977878e-28,1.896403e+00,-2.951711e+03
MicroReversibleArrhenius,O2(26)+O=O2(7)+O,6,1.082516e-26,1.689177e+00,2.916380e+02
MicroReversibleArrhenius,O2(26)+O=O2(8)+O,6,6.808230e-28,2.006781e+00,-1.290281e+03
MicroReversibleArrhenius,O2(26)+O=O2(9)+O,6,1.211656e-24,1.280410e+00,1.685164e+03
MicroReversibleArrhenius,O2(26)+O=O2(10)+O,6,2.013161e-26,1.728543e+00,-1.101393e+03
MicroReversibleArrhenius,O2(26)+O=O2(11)+O,6,2.916280e-25,1.494387e+00,2.784838e+02
MicroReversibleArrhenius,O2(26)+O=O2(12)+O,6,1.561950e-24,1.357755e+00,1.712036e+03
MicroReversibleArrhenius,O2(26)+O=O2(13)+O,6,1.934859e-24,1.359805e+00,1.045096e+03
MicroReversibleArrhenius,O2(26)+O=O2(14)+O,6,7.515856e-24,1.245730e+00,1.399386e+03
MicroReversibleArrhenius,O2(26)+O=O2(15)+O,6,4.516846e-23,1.083341e+00,1.928040e+03
MicroReversibleArrhenius,O2(26)+O=O2(16)+O,6,2.663101e-23,1.160103e+00,1.406781e+03
MicroReversibleArrhenius,O2(26)+O=O2(17)+O,6,1.314730e-22,1.020190e+00,1.598020e+03
MicroReversibleArrhenius,O2(26)+O=O2(18)+O,6,4.628884e-22,8.917459e-01,1.645773e+03
MicroReversibleArrhenius,O2(26)+O=O2(19)+O,6,2.662733e-22,9.551609e-01,1.667263e+03
MicroReversibleArrhenius,O2(26)+O=O2(20)+O,6,5.745894e-22,9.052902e-01,3.186237e+03
MicroReversibleArrhenius,O2(26)+O=O2(21)+O,6,1.130312e-21,8.819595e-01,3.479777e+03
MicroReversibleArrhenius,O2(26)+O=O2(22)+O,6,9.061274e-21,7.272848e-01,3.839212e+03
MicroReversibleArrhenius,O2(26)+O=O2(23)+O,6,3.787933e-20,6.450251e-01,3.438163e+03
MicroReversibleArrhenius,O2(26)+O=O2(24)+O,6,1.204529e-19,5.938829e-01,2.235321e+03
MicroReversibleArrhenius,O2(26)+O=O2(25)+O,6,1.179399e-18,5.120712e-01,-8.586037e+02
MicroReversibleArrhenius,O2(27)+O=O2(1)+O,6,0.000000e+00,0.000000e+00,0.000000e+00
MicroReversibleArrhenius,O2(27)+O=O2(2)+O,6,0.000000e+00,0.000000e+00,0.000000e+00
MicroReversibleArrhenius,O2(27)+O=O2(3)+O,6,1.365365e+00,-5.467582e+00,1.000000e+04
MicroReversibleArrhenius,O2(27)+O=O2(4)+O,6,2.123683e-12,-2.014779e+00,3.297886e+04
MicroReversibleArrhenius,O2(27)+O=O2(5)+O,6,2.923048e-15,-1.059052e+00,4.210346e+04
MicroReversibleArrhenius,O2(27)+O=O2(6)+O,6,1.023970e-31,2.739588e+00,-3.286689e+03
MicroReversibleArrhenius,O2(27)+O=O2(7)+O,6,1.046934e-39,4.710772e+00,-9.927175e+03
MicroReversibleArrhenius,O2(27)+O=O2(8)+O,6,2.312164e-24,1.145398e+00,4.004248e+03
MicroReversibleArrhenius,O2(27)+O=O2(9)+O,6,4.994958e-26,1.595112e+00,2.863791e+03
MicroReversibleArrhenius,O2(27)+O=O2(10)+O,6,1.233575e-28,2.233912e+00,-1.910774e+03
MicroReversibleArrhenius,O2(27)+O=O2(11)+O,6,6.577724e-26,1.626746e+00,5.396475e+02
MicroReversibleArrhenius,O2(27)+O=O2(12)+O,6,7.667323e-25,1.412611e+00,2.027911e+03
MicroReversibleArrhenius,O2(27)+O=O2(13)+O,6,2.948574e-24,1.303378e+00,2.111661e+03
MicroReversibleArrhenius,O2(27)+O=O2(14)+O,6,1.148367e-24,1.420643e+00,1.223685e+03
MicroReversibleArrhenius,O2(27)+O=O2(15)+O,6,6.524525e-24,1.268717e+00,1.715567e+03
MicroReversibleArrhenius,O2(27)+O=O2(16)+O,6,2.641562e-23,1.146559e+00,1.919758e+03
MicroReversibleArrhenius,O2(27)+O=O2(17)+O,6,3.450369e-22,9.091511e-01,2.629143e+03
MicroReversibleArrhenius,O2(27)+O=O2(18)+O,6,7.611200e-22,8.160937e-01,2.292116e+03
MicroReversibleArrhenius,O2(27)+O=O2(19)+O,6,1.964708e-22,9.492283e-01,1.761404e+03
MicroReversibleArrhenius,O2(27)+O=O2(20)+O,6,1.548869e-22,9.851420e-01,3.205969e+03
MicroReversibleArrhenius,O2(27)+O=O2(21)+O,6,1.228319e-23,1.274486e+00,2.608015e+03
MicroReversibleArrhenius,O2(27)+O=O2(22)+O,6,3.410178e-22,9.881358e-01,3.976723e+03
MicroReversibleArrhenius,O2(27)+O=O2(23)+O,6,8.585023e-22,9.509745e-01,3.467085e+03
MicroReversibleArrhenius,O2(27)+O=O2(24)+O,6,8.503356e-21,7.751794e-01,3.326007e+03
MicroReversibleArrhenius,O2(27)+O=O2(25)+O,6,1.081628e-19,6.011830e-01,2.578594e+03
MicroReversibleArrhenius,O2(27)+O=O2(26)+O,6,5.823737e-19,5.869712e-01,-7.383498e+02
